serie,forecast_mean,real
Le_Bons,14.072019577026367,12.0
Le_Bons,14.070268630981445,12.0
Le_Bons,14.068020820617676,12.0
Le_Bons,14.066275596618652,11.0
Le_Bons,14.064525604248047,11.0
Le_Bons,14.062904357910156,11.0
Le_Bons,14.060530662536621,12.0
Le_Bons,14.05678653717041,13.0
Le_Bons,14.053037643432617,14.0
Le_Bons,14.04929256439209,13.0
Le_Bons,14.045924186706543,14.0
Le_Bons,14.04267692565918,14.0
Le_Bons,14.039430618286133,16.0
Le_Bons,14.036185264587402,14.0
Le_Bons,14.034311294555664,14.0
Le_Bons,14.032939910888672,14.0
Le_Bons,14.036062240600586,14.0
Le_Bons,14.040555953979492,13.0
Le_Bons,14.046173095703125,14.0
Le_Bons,14.05428695678711,14.0
Le_Bons,14.066145896911621,13.0
Le_Bons,14.075508117675781,14.0
Le_Bons,14.083250045776367,17.0
Le_Bons,14.091487884521484,14.0
Le_Bons,14.098605155944824,14.0
Le_Bons,14.10647201538086,13.0
Le_Bons,14.114585876464844,13.0
Le_Bons,14.121828079223633,12.0
Le_Bons,14.127946853637695,12.0
Le_Bons,14.132686614990234,12.0
Le_Bons,14.139431953430176,12.0
Le_Bons,14.135186195373535,12.0
Le_Bons,14.131441116333008,13.0
Le_Bons,14.128320693969727,13.0
Le_Bons,14.125324249267578,13.0
Le_Bons,14.12344741821289,13.0
Le_Bons,14.122453689575195,13.0
Le_Bons,14.122952461242676,14.0
Le_Bons,14.123826026916504,14.0
Le_Bons,14.125200271606445,13.0
Le_Bons,14.129192352294922,13.0
Le_Bons,14.133935928344727,13.0
Le_Bons,14.139803886413574,13.0
Le_Bons,14.146040916442871,12.0
Le_Bons,14.15416431427002,12.0
Le_Bons,14.161152839660645,12.0
Le_Bons,14.169142723083496,12.0
Le_Bons,14.175509452819824,9.199999809265137
Le_Bons,14.180005073547363,9.300000190734863
Le_Bons,14.183375358581543,9.100000381469727
Le_Bons,14.18437385559082,8.100000381469727
Le_Bons,14.18449878692627,8.399999618530273
Le_Bons,14.182878494262695,7.400000095367432
Le_Bons,14.180505752563477,8.199999809265137
Le_Bons,14.179253578186035,7.699999809265137
Le_Bons,14.187743186950684,9.399999618530273
Le_Bons,14.195732116699219,10.600000381469727
Le_Bons,14.203973770141602,10.699999809265137
Le_Bons,14.210593223571777,11.399999618530273
Le_Bons,14.214836120605469,11.699999809265137
Le_Bons,14.219202995300293,12.199999809265137
Le_Bons,14.222949981689453,10.199999809265137
Le_Bons,14.22507381439209,8.899999618530273
Le_Bons,14.227195739746094,8.600000381469727
Le_Bons,14.228571891784668,9.399999618530273
Le_Bons,14.23044204711914,8.699999809265137
Le_Bons,14.232564926147461,8.600000381469727
Le_Bons,14.236061096191406,8.800000190734863
Le_Bons,14.240680694580078,8.600000381469727
Le_Bons,14.245675086975098,8.600000381469727
Le_Bons,14.249418258666992,8.100000381469727
Le_Bons,14.24916934967041,13.899999618530273
Le_Bons,14.248040199279785,14.199999809265137
Le_Bons,14.246173858642578,14.399999618530273
Le_Bons,14.24417495727539,14.600000381469727
Le_Bons,14.243045806884766,14.5
Le_Bons,14.240553855895996,14.5
Le_Bons,14.237809181213379,14.300000190734863
Le_Bons,14.236309051513672,14.100000381469727
Le_Bons,14.231815338134766,14.5
Le_Bons,14.22782039642334,14.899999618530273
Le_Bons,14.224699974060059,15.199999809265137
Le_Bons,14.221826553344727,16.799999237060547
Le_Bons,14.218829154968262,17.200000762939453
Le_Bons,14.216085433959961,15.699999809265137
Le_Bons,14.21346378326416,16.799999237060547
Le_Bons,14.210841178894043,16.0
Le_Bons,14.20959186553955,15.699999809265137
Le_Bons,14.208196640014648,16.600000381469727
Le_Bons,14.207897186279297,16.5
Le_Bons,14.20744514465332,16.899999618530273
Le_Bons,14.205596923828125,16.600000381469727
Le_Bons,14.206099510192871,15.300000190734863
Le_Bons,14.20644760131836,14.800000190734863
Le_Bons,14.206647872924805,14.0
Le_Bons,14.206696510314941,10.699999809265137
Le_Bons,14.204100608825684,10.399999618530273
Le_Bons,14.2013521194458,10.5
Le_Bons,14.197208404541016,10.600000381469727
Le_Bons,14.192914009094238,10.199999809265137
Le_Bons,14.072013854980469,10.399999618530273
Le_Bons,14.070263862609863,11.0
Le_Bons,14.06801700592041,12.5
Le_Bons,14.066269874572754,13.800000190734863
Le_Bons,14.064519882202148,14.899999618530273
Le_Bons,14.062899589538574,15.5
Le_Bons,14.060524940490723,15.300000190734863
Le_Bons,14.056782722473145,16.399999618530273
Le_Bons,14.053033828735352,16.0
Le_Bons,14.049288749694824,16.0
Le_Bons,14.045918464660645,16.0
Le_Bons,14.042671203613281,15.699999809265137
Le_Bons,14.039427757263184,15.5
Le_Bons,14.036179542541504,13.5
Le_Bons,14.034307479858398,13.199999809265137
Le_Bons,14.032936096191406,12.0
Le_Bons,14.036056518554688,11.399999618530273
Le_Bons,14.040553092956543,12.100000381469727
Le_Bons,14.04616928100586,12.199999809265137
Le_Bons,14.054282188415527,15.600000381469727
Le_Bons,14.066143035888672,15.600000381469727
Le_Bons,14.0755033493042,15.600000381469727
Le_Bons,14.083247184753418,15.800000190734863
Le_Bons,14.091482162475586,15.699999809265137
Le_Bons,14.098601341247559,15.800000190734863
Le_Bons,14.106467247009277,16.600000381469727
Le_Bons,14.114582061767578,16.0
Le_Bons,14.12182331085205,17.299999237060547
Le_Bons,14.127942085266113,13.800000190734863
Le_Bons,14.132682800292969,13.800000190734863
Le_Bons,14.139427185058594,13.899999618530273
Le_Bons,14.135181427001953,13.5
