serie,forecast_mean,real
Takapau_Plains,13.853947639465332,10.904361724853516
Takapau_Plains,13.851810455322266,10.904361724853516
Takapau_Plains,13.848329544067383,10.904361724853516
Takapau_Plains,13.843332290649414,10.904361724853516
Takapau_Plains,13.837078094482422,10.904361724853516
Takapau_Plains,13.830585479736328,10.904361724853516
Takapau_Plains,13.821484565734863,10.904361724853516
Takapau_Plains,13.816210746765137,10.904361724853516
Takapau_Plains,13.810324668884277,10.904361724853516
Takapau_Plains,13.806167602539062,10.904361724853516
Takapau_Plains,13.802242279052734,10.904361724853516
Takapau_Plains,13.799809455871582,10.904361724853516
Takapau_Plains,13.79786491394043,10.904361724853516
Takapau_Plains,13.795891761779785,10.904361724853516
Takapau_Plains,13.794177055358887,10.904361724853516
Takapau_Plains,13.79269790649414,10.904361724853516
Takapau_Plains,13.796921730041504,10.904361724853516
Takapau_Plains,13.80152416229248,10.904361724853516
Takapau_Plains,13.806380271911621,10.904361724853516
Takapau_Plains,13.811577796936035,10.904361724853516
Takapau_Plains,13.817408561706543,10.904361724853516
Takapau_Plains,13.82357120513916,10.904361724853516
Takapau_Plains,13.829742431640625,10.904361724853516
Takapau_Plains,13.835251808166504,10.904361724853516
Takapau_Plains,13.840646743774414,10.904361724853516
Takapau_Plains,13.844779014587402,10.904361724853516
Takapau_Plains,13.848130226135254,10.904361724853516
Takapau_Plains,13.850000381469727,10.904361724853516
Takapau_Plains,13.85195541381836,10.904361724853516
Takapau_Plains,13.854164123535156,10.904361724853516
Takapau_Plains,13.857344627380371,10.904361724853516
Takapau_Plains,13.862019538879395,10.904361724853516
Takapau_Plains,13.867436408996582,10.904361724853516
Takapau_Plains,13.873834609985352,10.904361724853516
Takapau_Plains,13.881342887878418,10.904361724853516
Takapau_Plains,13.889464378356934,10.904361724853516
Takapau_Plains,13.898198127746582,10.904361724853516
Takapau_Plains,13.907292366027832,10.904361724853516
Takapau_Plains,13.916984558105469,10.904361724853516
Takapau_Plains,13.927314758300781,10.904361724853516
Takapau_Plains,13.934000968933105,10.904361724853516
Takapau_Plains,13.940657615661621,10.904361724853516
Takapau_Plains,13.947319984436035,10.904361724853516
Takapau_Plains,13.955342292785645,10.904361724853516
Takapau_Plains,13.964095115661621,10.904361724853516
Takapau_Plains,13.9733304977417,10.904361724853516
Takapau_Plains,13.981441497802734,10.904361724853516
Takapau_Plains,13.988658905029297,10.904361724853516
Takapau_Plains,13.994987487792969,10.904361724853516
Takapau_Plains,13.999940872192383,10.904361724853516
Takapau_Plains,14.004483222961426,10.904361724853516
Takapau_Plains,14.007657051086426,10.904361724853516
Takapau_Plains,14.01032829284668,10.904361724853516
Takapau_Plains,14.01246452331543,10.904361724853516
Takapau_Plains,14.013972282409668,10.904361724853516
Takapau_Plains,14.015342712402344,10.904361724853516
Takapau_Plains,14.017229080200195,10.904361724853516
Takapau_Plains,14.020090103149414,10.904361724853516
Takapau_Plains,14.024086952209473,10.904361724853516
Takapau_Plains,14.029953002929688,10.904361724853516
Takapau_Plains,14.036578178405762,10.904361724853516
Takapau_Plains,14.042936325073242,10.904361724853516
Takapau_Plains,14.04805850982666,10.904361724853516
Takapau_Plains,14.051937103271484,10.904361724853516
Takapau_Plains,14.054305076599121,10.904361724853516
Takapau_Plains,14.057122230529785,10.904361724853516
Takapau_Plains,14.060504913330078,10.904361724853516
Takapau_Plains,14.066332817077637,10.904361724853516
Takapau_Plains,14.07258129119873,10.904361724853516
Takapau_Plains,14.079422950744629,10.904361724853516
Takapau_Plains,14.085577964782715,10.904361724853516
Takapau_Plains,14.091794967651367,10.904361724853516
Takapau_Plains,14.097956657409668,10.904361724853516
Takapau_Plains,14.10393238067627,10.904361724853516
Takapau_Plains,14.109354972839355,10.904361724853516
Takapau_Plains,14.114596366882324,10.904361724853516
Takapau_Plains,14.12221622467041,10.904361724853516
Takapau_Plains,14.128201484680176,10.904361724853516
Takapau_Plains,14.13270092010498,10.904361724853516
Takapau_Plains,14.138949394226074,10.904361724853516
Takapau_Plains,14.145303726196289,10.904361724853516
Takapau_Plains,14.152929306030273,10.904361724853516
Takapau_Plains,14.161657333374023,10.904361724853516
Takapau_Plains,14.17165470123291,10.904361724853516
Takapau_Plains,14.18226146697998,10.904361724853516
Takapau_Plains,14.193501472473145,10.904361724853516
Takapau_Plains,14.20499324798584,10.904361724853516
Takapau_Plains,14.216605186462402,10.904361724853516
Takapau_Plains,14.228222846984863,10.904361724853516
Takapau_Plains,14.23987102508545,10.904361724853516
Takapau_Plains,14.251530647277832,10.904361724853516
Takapau_Plains,14.263222694396973,10.904361724853516
Takapau_Plains,14.274893760681152,10.904361724853516
Takapau_Plains,14.28661823272705,10.904361724853516
Takapau_Plains,14.298351287841797,10.904361724853516
Takapau_Plains,14.310078620910645,10.904361724853516
Takapau_Plains,14.321842193603516,10.904361724853516
Takapau_Plains,14.333621978759766,10.904361724853516
Takapau_Plains,14.345413208007812,10.904361724853516
Takapau_Plains,14.357227325439453,10.904361724853516
Takapau_Plains,13.853947639465332,10.904361724853516
Takapau_Plains,13.851810455322266,10.904361724853516
Takapau_Plains,13.848329544067383,10.904361724853516
Takapau_Plains,13.843332290649414,10.904361724853516
Takapau_Plains,13.837078094482422,10.904361724853516
Takapau_Plains,13.830585479736328,10.904361724853516
Takapau_Plains,13.821484565734863,10.904361724853516
Takapau_Plains,13.816210746765137,10.904361724853516
Takapau_Plains,13.810324668884277,10.904361724853516
Takapau_Plains,13.806167602539062,10.904361724853516
Takapau_Plains,13.802242279052734,10.904361724853516
Takapau_Plains,13.799809455871582,10.904361724853516
Takapau_Plains,13.79786491394043,10.904361724853516
Takapau_Plains,13.795891761779785,10.904361724853516
Takapau_Plains,13.794177055358887,10.904361724853516
Takapau_Plains,13.79269790649414,10.904361724853516
Takapau_Plains,13.796921730041504,10.904361724853516
Takapau_Plains,13.80152416229248,10.904361724853516
Takapau_Plains,13.806380271911621,10.904361724853516
Takapau_Plains,13.811577796936035,17.700000762939453
Takapau_Plains,13.817408561706543,17.899999618530273
Takapau_Plains,13.82357120513916,17.899999618530273
Takapau_Plains,13.829742431640625,18.0
Takapau_Plains,13.835251808166504,17.899999618530273
Takapau_Plains,13.840646743774414,18.0
Takapau_Plains,13.844779014587402,17.899999618530273
Takapau_Plains,13.848130226135254,18.200000762939453
Takapau_Plains,13.850000381469727,19.799999237060547
Takapau_Plains,13.85195541381836,21.200000762939453
Takapau_Plains,13.854164123535156,22.899999618530273
Takapau_Plains,13.857344627380371,23.799999237060547
Takapau_Plains,13.862019538879395,24.600000381469727
Takapau_Plains,13.867436408996582,27.399999618530273
Takapau_Plains,13.873834609985352,26.799999237060547
Takapau_Plains,13.881342887878418,26.899999618530273
Takapau_Plains,13.889464378356934,18.399999618530273
Takapau_Plains,13.898198127746582,18.399999618530273
