serie,forecast_mean,real
Puysegur_Point,11.577011108398438,13.0
Puysegur_Point,11.493223190307617,13.0
Puysegur_Point,11.576469421386719,13.0
Puysegur_Point,11.826436042785645,11.0
Puysegur_Point,12.226455688476562,11.0
Puysegur_Point,12.75177001953125,11.0
Puysegur_Point,13.367358207702637,11.0
Puysegur_Point,14.018989562988281,11.0
Puysegur_Point,14.639036178588867,10.0
Puysegur_Point,15.16763687133789,10.0
Puysegur_Point,15.568526268005371,11.0
Puysegur_Point,15.82220458984375,11.0
Puysegur_Point,15.921551704406738,11.0
Puysegur_Point,15.86940860748291,11.0
Puysegur_Point,15.685737609863281,11.0
Puysegur_Point,15.406292915344238,10.0
Puysegur_Point,15.060688018798828,11.0
Puysegur_Point,14.665504455566406,11.0
Puysegur_Point,14.23588752746582,11.0
Puysegur_Point,13.784247398376465,11.0
Puysegur_Point,13.321222305297852,11.0
Puysegur_Point,12.861506462097168,11.0
Puysegur_Point,12.419487953186035,11.0
Puysegur_Point,12.035472869873047,12.0
Puysegur_Point,11.753822326660156,12.0
Puysegur_Point,11.612879753112793,11.0
Puysegur_Point,11.633316040039062,11.0
Puysegur_Point,11.82895278930664,11.0
Puysegur_Point,12.185585975646973,11.0
Puysegur_Point,12.671396255493164,12.0
Puysegur_Point,13.24007797241211,13.0
Puysegur_Point,13.837333679199219,13.0
Puysegur_Point,14.403535842895508,14.0
Puysegur_Point,14.891349792480469,15.0
Puysegur_Point,15.268535614013672,14.0
Puysegur_Point,15.51534652709961,14.0
Puysegur_Point,15.622064590454102,14.0
Puysegur_Point,15.590646743774414,15.0
Puysegur_Point,15.436199188232422,15.0
Puysegur_Point,15.189094543457031,15.0
Puysegur_Point,14.872392654418945,14.0
Puysegur_Point,14.504252433776855,14.0
Puysegur_Point,14.101308822631836,14.0
Puysegur_Point,13.681970596313477,13.0
Puysegur_Point,13.254720687866211,13.0
Puysegur_Point,12.829202651977539,12.0
Puysegur_Point,12.421149253845215,12.0
Puysegur_Point,12.068838119506836,10.100000381469727
Puysegur_Point,11.816933631896973,9.0
Puysegur_Point,11.695980072021484,10.0
Puysegur_Point,11.727624893188477,10.300000190734863
Puysegur_Point,11.920406341552734,10.399999618530273
Puysegur_Point,12.263197898864746,10.399999618530273
Puysegur_Point,12.728349685668945,10.699999809265137
Puysegur_Point,13.27280330657959,10.699999809265137
Puysegur_Point,13.845038414001465,10.5
Puysegur_Point,14.396110534667969,10.199999809265137
Puysegur_Point,14.876909255981445,10.100000381469727
Puysegur_Point,15.247615814208984,11.0
Puysegur_Point,15.489686012268066,10.899999618530273
Puysegur_Point,15.600387573242188,10.399999618530273
Puysegur_Point,15.583450317382812,10.800000190734863
Puysegur_Point,15.453409194946289,11.100000381469727
Puysegur_Point,15.235956192016602,11.399999618530273
Puysegur_Point,14.954404830932617,11.100000381469727
Puysegur_Point,14.625875473022461,11.5
Puysegur_Point,14.264829635620117,11.100000381469727
Puysegur_Point,13.884624481201172,10.800000190734863
Puysegur_Point,13.494905471801758,10.399999618530273
Puysegur_Point,13.098751068115234,10.399999618530273
Puysegur_Point,12.713726043701172,10.100000381469727
Puysegur_Point,12.377696990966797,14.100000381469727
Puysegur_Point,12.132097244262695,13.800000190734863
Puysegur_Point,12.013910293579102,13.699999809265137
Puysegur_Point,12.04777717590332,13.199999809265137
Puysegur_Point,12.233230590820312,13.5
Puysegur_Point,12.557371139526367,13.399999618530273
Puysegur_Point,12.997575759887695,13.199999809265137
Puysegur_Point,13.51538372039795,14.0
Puysegur_Point,14.060405731201172,14.600000381469727
Puysegur_Point,14.575651168823242,15.600000381469727
Puysegur_Point,15.013432502746582,16.100000381469727
Puysegur_Point,15.339375495910645,16.799999237060547
Puysegur_Point,15.543621063232422,17.600000381469727
Puysegur_Point,15.625896453857422,16.200000762939453
Puysegur_Point,15.588541030883789,16.299999237060547
