station,mae,mse,rmse,mape,r2,medae,evs
Napier_Aerodrome,2.180045329093933,7.956225107686246,2.820678129047383,0.1139031314274868,0.4063086127597618,1.677593231201172,0.4397566571172834
Wellington_Aerodrome,1.6969328780174258,4.56076398233711,2.1355945266686533,0.0996032519349527,0.2323508595073645,1.391036796569825,0.2635828686375916
Enderby_Island,1.0376052210995348,1.830354178750257,1.3529058277464316,0.1043522372791674,0.3502707826801293,0.8625917434692383,0.3569815915244756
Mokohinau_Island,1.285486955117734,2.8266126233114863,1.681253289457447,0.0683242868127062,0.2777795043698763,1.0525634765625007,0.2809572929900602
Cape_Campbell,1.1008805689811707,2.0534481292399573,1.4329857393707577,0.0698297092594418,0.1346564272507587,0.9094498634338376,0.1438706196219885
Westport_Aerodrome,1.7287080330778395,4.941392397137719,2.222924289564923,0.1158342321236475,0.4906309752759207,1.4238058090209955,0.4908516287871717
Mahia_NZMHX,0.0200722640594083,0.0006167819808638,0.0248350957490371,0.0016378957561235,-1.9546601206300145e+26,0.0175814628601074,-1.534941611641393e+26
Nelson_Aerodrome,1.4923917986148478,3.688782585343565,1.920620364711248,0.0843369583297183,0.5979205241322636,1.1916181564331048,0.6122840080855341
Queenstown_Aerodrome,2.662319183629998,11.021024666622152,3.3197928650176585,0.191436765949523,0.4848618809197295,2.214252090454101,0.4883366371990685
Auckland_Aerodrome,1.4896789369583132,3.74684986244764,1.9356781401998733,0.0752537385065364,0.5730446866310916,1.1529256820678704,0.5802863209780786
Whanganui_Aerodrome,1.8023069410324093,5.178399078413659,2.275609605888861,0.1033471960350906,0.4244195284345562,1.4807844161987305,0.4247533053726102
Farewell_Spit,1.2723312616348266,2.4947330713979587,1.5794724028605118,0.0711079912187469,0.6151843232228424,1.0864646911621083,0.6279570265976648
Kaikoura_NZKIX,2.379501791888824,10.559068710668654,3.2494720664545884,0.1409425589469608,0.1090008948894405,1.8812622070312504,0.1931334085018822
Kerikeri_Aerodrome,1.1234218669693128,3.763069167329005,1.9398631826314463,0.0642745622687814,0.710945588879496,0.2857926085444102,0.7112804300186331
Castlepoint_NZCPX,1.991068144392245,8.303673678977805,2.881609563937801,0.1213984307713869,0.1520755619285714,1.2606160163879396,0.154420888960984
Haast_NZHTX,1.8605470247076807,5.638530556811734,2.3745590236529672,0.1499061267980922,0.470638060774442,1.4765098571777342,0.4790840690248927
New_Plymouth,1.8767448310852053,6.242397648213188,2.4984790669951966,0.1224882530235062,0.4785704805023039,1.4441371917724606,0.4794856647160173
Milford_Sound,2.5712334560676635,9.830992924540874,3.135441424192274,0.1891445913076522,0.400679082157896,2.1872426033020016,0.4009219392852186
Whangarei_Aerodrome,1.5909122571945191,3.699758375308429,1.923475597793856,0.0820480589362778,0.6882101832098917,1.4083452224731443,0.6967239458539136
Christchurch_Aerodrome,2.4840240025520326,10.488140076621516,3.238539806243165,0.150529676002591,0.2620322899396501,2.069558620452881,0.3596700440575109
