station,mae,mse,rmse,mape,r2,medae,evs
Tara_Hills,2.938668805122376,13.734790327058851,3.70604780420583,0.191439655840465,0.5123821516376784,2.4002826690673835,0.5449746413396812
Whitianga_Aerodrome,1.849478174445916,5.813938872791349,2.4112110800988265,0.1013395042953948,0.561785329329092,1.417461013793945,0.5669155609769694
Paraparaumu_Aerodrome,1.870215441703796,6.444218676935235,2.538546567809075,0.1245025606096543,0.3790312525417288,1.3156994819641117,0.3832863712132569
Le_Bons,2.467742238521576,11.91056820287026,3.4511691066753394,0.1623816346621352,-0.0376281651181655,1.832318210601806,0.0739012405225765
Waiouru_Aerodrome,1.8858641701450416,14.6738397634934,3.830644823459022,0.1367907571937389,0.3321113986383798,0.1747265957011112,0.4224183851215286
Ngawi_NZNWX,2.5592397120322694,11.118882695859485,3.334498867275184,0.1381347140868325,0.1730059846454646,2.0572879791259764,0.2161415640981049
Oamaru_Aerodrome,1.837708170413971,5.705266142406723,2.388569894812945,0.1293029422841864,0.466679400727118,1.4246676445007322,0.503266547156102
Hokitika_Aerodrome,1.8379789094924928,5.580652787766119,2.362340531711319,0.1330200231572998,0.4293564680984189,1.402582359313965,0.4371703818571681
Stephens_Island,0.031630624116664,0.0012989784761487,0.0360413439836627,0.0024913719674636,-1.0291567781084102e+26,0.0308574660432388,-2.364818786204364e+25
Tauranga_Aerodrome,1.4539708108901976,3.27996688086988,1.8110678841141985,0.0736265701152335,0.5777358351961148,1.2538244247436516,0.5956730951799598
Raoul_Island,1.5276138783267337,3.7489138563300095,1.9362112117044488,0.0712837090213514,0.2500388729463502,1.2756549835205089,0.2653804401551463
Hamilton_Aerodrome,2.4113830523490907,8.903080879721108,2.983803089971104,0.1417692964404332,0.6001890370736713,2.102636623382569,0.611021322586295
Hicks_Bay,1.4926482725143433,3.8372616718979216,1.9588929710165184,0.0860440881521384,0.4554149898353924,1.1460351943969729,0.4556300029092386
Timaru_Airport,2.2690937905311586,8.832028746379926,2.9718729357729825,0.1631369905595903,0.4829205836995035,1.730095005035401,0.4999463231415558
Taupo_Aerodrome,2.1555867099761965,7.53751538862338,2.74545358522474,0.1320510695811397,0.5765980689836823,1.818052482604981,0.6006625076962546
Puysegur_Point,1.8027893238067627,5.979036891826654,2.4452069220879147,0.1252900150964054,0.1039704178945094,1.3183778762817386,0.1241135315999915
Chatham_Island,1.0372106764033373,4.568527323392754,2.137411360359244,0.0689813589077036,0.3247959674162706,0.0802766867661066,0.3474547689930125
South_West,0.0657365546621777,0.007161161372892,0.084623645471535,0.0070966321444201,-2.269462628169456e+27,0.0438124106955157,-2.2415418848579864e+27
Hawera_NZHAX,1.976819010185672,7.7094691005896125,2.776593074361026,0.1282917874961989,0.3986158495821784,1.145426177978516,0.421276018864328
Mt_Cook,1.818515921734936,15.946889542509147,3.99335567443086,0.1223295637198335,0.1743231817422,0.1192212191700541,0.2552310052886183
Campbell_Island,1.4547508096694943,4.067531656927858,2.016812251283658,0.1509190953019329,0.1634362891591876,1.1300565719604494,0.2255058780933045
Invercargill_NZNVA,2.433784878253937,11.136283750409902,3.3371070930388047,0.1720589122600302,0.3260365378301605,1.7961304664611824,0.377661425639058
Port_Taharoa,1.8519873432627207,5.76258373955834,2.40053821872478,0.1054891052620194,0.3704035744635076,1.4287990570068363,0.3837763801269249
Palmerston_N,2.424284352872008,9.716383934240136,3.117111472860753,0.1522506281027826,0.5321032512024734,1.966841697692871,0.5324671871515172
Gisborne_Aerodrome,2.463782268047333,9.737965567710765,3.120571352767112,0.135413026937949,0.414081635136143,1.7992733955383304,0.420498495298889
Nugget_Point,1.846125765323639,6.258731515217862,2.501745693554376,0.141044640043636,0.3375009881050061,1.458569812774659,0.355171661001604
Dunedin_Aerodrome,2.7659340441393128,13.676976212818804,3.6982396099791592,0.2020875710253229,0.4580250339205939,2.13563756942749,0.496183149812798
Cape_Reinga,1.0868984689712524,1.875342131005148,1.3694313166439376,0.0589112932929276,0.6141657120049742,0.8858526229858388,0.6145800333413366
Secretary_Island,1.9424727195760016,6.712931737566647,2.5909325999660138,0.1292351154850327,0.1214424907566292,1.370625686645508,0.2251984979718181
Kaitaia_Aerodrome,1.3480952153777357,6.244267722071832,2.498853281421667,0.0681223375745208,0.3124345645696498,0.1011361276980125,0.3952475688103219
Takapau_Plains,3.288558961223671,22.08023271648366,4.698960812401361,0.18686845971552798,0.06049160502835105,2.114792060852051,0.27566698156471314
