y_true,y_hat
19.0,18.58860206604004
19.0,17.59700584411621
19.0,17.081844329833984
19.0,16.772098541259766
19.0,16.248811721801758
19.0,16.018400192260742
20.0,16.720701217651367
21.0,17.973230361938477
21.0,19.570831298828125
22.0,20.7792911529541
21.0,21.83690071105957
22.0,22.70880126953125
23.0,23.114070892333984
23.0,23.254283905029297
23.0,23.44690704345703
22.0,23.06665802001953
21.0,22.431541442871094
20.0,21.666547775268555
19.0,20.094858169555664
18.0,18.442882537841797
18.0,17.436311721801758
19.0,16.757305145263672
19.0,16.238866806030273
15.0,16.292591094970703
15.0,15.987740516662598
14.0,15.522110939025879
13.0,15.097098350524902
14.0,14.91557502746582
13.0,14.60576057434082
13.0,14.722369194030762
14.0,15.646236419677734
18.0,17.1439208984375
19.0,18.939449310302734
21.0,20.297073364257812
21.0,21.557085037231445
22.0,22.45968246459961
23.0,22.873550415039062
24.0,23.1326904296875
25.0,23.340673446655273
25.0,22.914804458618164
24.0,22.3762149810791
23.0,21.48255157470703
21.0,19.830297470092773
19.0,18.214109420776367
18.0,17.13970947265625
16.0,16.393112182617188
16.0,15.853353500366211
15.0,15.961786270141602
14.0,15.576277732849121
14.0,15.1117582321167
13.0,14.776104927062988
12.0,14.565983772277832
12.0,14.324003219604492
12.0,14.25948429107666
13.0,15.394760131835938
14.0,17.169527053833008
14.0,18.85819435119629
16.0,20.16118621826172
15.0,21.404541015625
19.0,22.236709594726562
19.0,22.741104125976562
19.0,23.07042694091797
19.0,23.249927520751953
19.0,22.859148025512695
19.0,22.362876892089844
17.0,21.513731002807617
16.0,19.823640823364258
15.0,18.052316665649414
14.0,16.976146697998047
13.0,16.173994064331055
13.0,15.548773765563965
12.8,15.914554595947266
11.5,15.636458396911621
11.4,15.019210815429688
10.8,14.691336631774902
10.3,14.403656959533691
10.3,14.32364559173584
11.2,14.40966796875
12.7,15.440780639648438
14.4,17.101171493530273
17.4,18.86425018310547
18.9,20.276302337646484
20.6,21.495380401611328
21.8,22.40743637084961
22.8,22.946094512939453
24.2,23.189491271972656
24.5,23.437715530395508
24.4,23.049701690673828
22.6,22.61811065673828
22.3,21.860469818115234
19.6,20.02621078491211
16.9,18.25221061706543
15.4,17.289514541625977
14.0,16.450361251831055
13.5,15.823004722595215
16.6,15.911446571350098
15.9,15.693937301635742
14.7,15.205333709716797
13.6,14.937932014465332
13.2,14.737325668334961
13.5,12.57337474822998
13.4,12.790982246398926
15.6,14.057696342468262
18.3,16.307504653930664
20.8,18.27484703063965
23.0,19.909481048583984
24.3,20.999465942382812
25.9,22.003738403320312
26.4,22.759645462036133
28.0,23.184402465820312
27.9,23.30787467956543
27.5,23.1617374420166
26.8,22.47433853149414
25.0,21.402740478515625
22.2,19.62367057800293
22.1,17.769115447998047
21.2,16.690298080444336
20.0,15.979859352111816
19.7,15.47348690032959
21.8,15.44360637664795
21.8,14.93122386932373
21.2,14.484542846679688
20.1,13.995784759521484
19.8,13.544538497924805
19.4,13.309593200683594
19.9,13.522692680358887
21.7,14.744508743286133
22.8,16.774091720581055
24.6,18.668703079223633
24.4,20.046005249023438
22.9,21.12358856201172
22.5,22.082473754882812
22.3,22.795751571655273
21.5,23.268478393554688
20.5,23.448911666870117
20.4,23.130311965942383
21.1,22.46746253967285
21.8,21.416095733642578
21.2,19.660137176513672
20.7,17.774139404296875
20.3,16.730785369873047
20.0,16.003938674926758
19.7,15.487533569335938
19.9,15.404745101928711
19.9,14.967111587524414
19.7,14.4337797164917
19.6,14.05017375946045
19.3,13.534700393676758
19.3,13.320645332336426
19.4,13.647401809692383
19.9,14.71174430847168
20.7,16.607053756713867
21.6,18.41766929626465
21.8,19.74798011779785
23.7,20.934486389160156
24.2,21.95987319946289
23.4,22.60498046875
25.3,23.116374969482422
24.9,23.272375106811523
24.8,23.003400802612305
24.2,22.343616485595703
22.9,21.375368118286133
21.3,19.60801887512207
20.3,17.75595474243164
20.2,16.682777404785156
20.0,15.946789741516113
20.3,15.377123832702637
19.7,15.493431091308594
18.0,15.153974533081055
16.7,14.710431098937988
16.4,14.175954818725586
15.7,13.813179016113281
16.0,13.735157012939453
15.7,13.923927307128906
17.6,15.010774612426758
19.3,16.822185516357422
21.1,18.604244232177734
22.9,20.025455474853516
24.2,21.110597610473633
25.3,22.103004455566406
27.0,22.87730598449707
27.4,23.229114532470703
28.7,23.314861297607422
29.2,23.074420928955078
27.8,22.445226669311523
25.7,21.37218475341797
24.2,19.64955711364746
22.1,17.919891357421875
21.1,16.88776206970215
20.2,16.24336814880371
19.4,15.631963729858398
16.4,15.606412887573242
15.5,15.149312973022461
15.6,14.646774291992188
15.1,14.208398818969727
14.6,13.777223587036133
13.6,13.632261276245117
13.1,13.803442001342773
17.3,14.96229362487793
19.4,16.847858428955078
22.2,20.951499938964844
23.1,22.399389266967773
24.6,23.381765365600586
26.1,24.412227630615234
27.3,24.80216407775879
27.5,25.090805053710938
27.4,25.02189826965332
26.5,24.697032928466797
26.2,23.939783096313477
23.1,22.80618667602539
21.5,20.944299697875977
19.2,19.368810653686523
18.1,18.283903121948242
17.1,17.452898025512695
17.2,16.89447593688965
13.0,16.626667022705078
12.9,16.130672454833984
13.0,15.717501640319824
13.8,15.157489776611328
13.5,14.755470275878906
13.1,14.471029281616211
12.6,14.6687593460083
15.0,15.903488159179688
17.4,17.74568748474121
19.1,19.517749786376953
20.6,20.887100219726562
22.5,21.932531356811523
24.2,23.072463989257812
25.8,23.540828704833984
26.3,24.004005432128906
26.7,24.019641876220703
27.0,23.826642990112305
24.1,23.207786560058594
21.6,22.160669326782227
21.2,20.464702606201172
20.2,18.737455368041992
19.7,17.807048797607422
19.8,16.98688507080078
19.2,16.588577270507812
17.8,16.385459899902344
17.4,15.959404945373535
17.2,15.469761848449707
17.2,15.090812683105469
17.1,14.826807022094727
17.1,14.531994819641113
17.0,14.812694549560547
17.8,15.898970603942871
18.6,17.664297103881836
20.1,19.491168975830078
21.0,20.99571418762207
21.0,22.089468002319336
20.9,23.008174896240234
21.6,23.569284439086914
22.7,24.011030197143555
23.4,24.156753540039062
23.4,23.97518539428711
23.5,23.26695442199707
22.6,22.390316009521484
21.4,20.541284561157227
19.6,18.92115020751953
19.3,17.894102096557617
19.4,17.184141159057617
17.5,16.654998779296875
11.0,16.391441345214844
10.4,15.97972297668457
9.6,15.644384384155273
8.8,15.235940933227539
7.9,15.036162376403809
7.6,14.731525421142578
7.1,14.807147979736328
12.3,15.974981307983398
15.5,17.85586166381836
18.0,19.68978500366211
20.1,21.06753921508789
21.2,22.03890609741211
23.2,23.005218505859375
23.0,23.603187561035156
23.3,24.153127670288086
23.2,24.200902938842773
22.6,23.907777786254883
21.7,23.315563201904297
20.1,22.318212509155273
18.4,20.54490089416504
16.0,19.046733856201172
14.7,18.024599075317383
14.0,17.32242202758789
12.8,16.869020462036133
19.3,16.63109588623047
18.7,16.16468620300293
19.4,15.82676887512207
19.1,15.318485260009766
18.0,15.060834884643555
16.8,14.864465713500977
17.3,14.895912170410156
18.7,16.168609619140625
19.8,17.91084861755371
20.4,19.680843353271484
22.1,20.997392654418945
22.9,21.93280029296875
24.4,22.985942840576172
